,Hybrid,Hybrid_Parent1,Hybrid_Parent2,hybrid_occurrences,p1_children,p2_children
1448,MO44_PHW65_0025/LH195,MO44_PHW65_0025,LH195,48,6,809
1449,MO44_PHW65_0025/LH198,MO44_PHW65_0025,LH198,16,6,213
1450,MO44_PHW65_0025/LH244,MO44_PHW65_0025,LH244,65,6,512
1451,MO44_PHW65_0025/PHT69,MO44_PHW65_0025,PHT69,19,6,594
1452,MO44_PHW65_0027/LH195,MO44_PHW65_0027,LH195,50,2,809
1453,MO44_PHW65_0027/PHT69,MO44_PHW65_0027,PHT69,6,2,594
1454,MO44_PHW65_0029/LH195,MO44_PHW65_0029,LH195,49,2,809
1455,MO44_PHW65_0029/PHT69,MO44_PHW65_0029,PHT69,21,2,594
1456,MO44_PHW65_0031/LH195,MO44_PHW65_0031,LH195,51,2,809
1457,MO44_PHW65_0031/PHT69,MO44_PHW65_0031,PHT69,10,2,594
1458,MO44_PHW65_0033/LH195,MO44_PHW65_0033,LH195,50,2,809
1459,MO44_PHW65_0033/PHT69,MO44_PHW65_0033,PHT69,19,2,594
1460,MO44_PHW65_0034/LH195,MO44_PHW65_0034,LH195,48,2,809
1461,MO44_PHW65_0034/PHT69,MO44_PHW65_0034,PHT69,11,2,594
1462,MO44_PHW65_0035/CG102,MO44_PHW65_0035,CG102,27,6,153
1463,MO44_PHW65_0035/LH185,MO44_PHW65_0035,LH185,34,6,229
1464,MO44_PHW65_0035/LH195,MO44_PHW65_0035,LH195,49,6,809
1465,MO44_PHW65_0035/LH198,MO44_PHW65_0035,LH198,16,6,213
1466,MO44_PHW65_0035/LH244,MO44_PHW65_0035,LH244,95,6,512
1467,MO44_PHW65_0035/PHT69,MO44_PHW65_0035,PHT69,37,6,594
1468,MO44_PHW65_0036/LH195,MO44_PHW65_0036,LH195,50,2,809
1469,MO44_PHW65_0036/PHT69,MO44_PHW65_0036,PHT69,8,2,594
1470,MO44_PHW65_0037/LH195,MO44_PHW65_0037,LH195,47,2,809
1471,MO44_PHW65_0037/PHT69,MO44_PHW65_0037,PHT69,19,2,594
1472,MO44_PHW65_0042/LH195,MO44_PHW65_0042,LH195,49,2,809
1473,MO44_PHW65_0042/PHT69,MO44_PHW65_0042,PHT69,33,2,594
1474,MO44_PHW65_0048/LH195,MO44_PHW65_0048,LH195,47,2,809
1475,MO44_PHW65_0048/PHT69,MO44_PHW65_0048,PHT69,21,2,594
1476,MO44_PHW65_0050/LH195,MO44_PHW65_0050,LH195,61,2,809
1477,MO44_PHW65_0050/PHT69,MO44_PHW65_0050,PHT69,33,2,594
1478,MO44_PHW65_0052/LH195,MO44_PHW65_0052,LH195,49,2,809
1479,MO44_PHW65_0052/PHT69,MO44_PHW65_0052,PHT69,12,2,594
1480,MO44_PHW65_0056/LH195,MO44_PHW65_0056,LH195,48,2,809
1481,MO44_PHW65_0056/PHT69,MO44_PHW65_0056,PHT69,42,2,594
1482,MO44_PHW65_0060/LH195,MO44_PHW65_0060,LH195,21,2,809
1483,MO44_PHW65_0060/PHT69,MO44_PHW65_0060,PHT69,17,2,594
1484,MO44_PHW65_0063/LH195,MO44_PHW65_0063,LH195,48,2,809
1485,MO44_PHW65_0063/PHT69,MO44_PHW65_0063,PHT69,25,2,594
1486,MO44_PHW65_0067/LH195,MO44_PHW65_0067,LH195,45,2,809
1487,MO44_PHW65_0067/PHT69,MO44_PHW65_0067,PHT69,41,2,594
1488,MO44_PHW65_0068/LH195,MO44_PHW65_0068,LH195,51,2,809
1489,MO44_PHW65_0068/PHT69,MO44_PHW65_0068,PHT69,7,2,594
1490,MO44_PHW65_0069/LH195,MO44_PHW65_0069,LH195,50,2,809
1491,MO44_PHW65_0069/PHT69,MO44_PHW65_0069,PHT69,24,2,594
1492,MO44_PHW65_0073/LH195,MO44_PHW65_0073,LH195,47,2,809
1493,MO44_PHW65_0073/PHT69,MO44_PHW65_0073,PHT69,33,2,594
1494,MO44_PHW65_0074/LH195,MO44_PHW65_0074,LH195,50,2,809
1495,MO44_PHW65_0074/PHT69,MO44_PHW65_0074,PHT69,26,2,594
1496,MO44_PHW65_0075/CG102,MO44_PHW65_0075,CG102,2,2,153
1497,MO44_PHW65_0075/LH198,MO44_PHW65_0075,LH198,16,2,213
1498,MO44_PHW65_0080/LH195,MO44_PHW65_0080,LH195,51,2,809
1499,MO44_PHW65_0080/PHT69,MO44_PHW65_0080,PHT69,7,2,594
1500,MO44_PHW65_0083/LH195,MO44_PHW65_0083,LH195,48,2,809
1501,MO44_PHW65_0083/PHT69,MO44_PHW65_0083,PHT69,21,2,594
1502,MO44_PHW65_0084/LH195,MO44_PHW65_0084,LH195,50,2,809
1503,MO44_PHW65_0084/PHT69,MO44_PHW65_0084,PHT69,36,2,594
1504,MO44_PHW65_0092/LH195,MO44_PHW65_0092,LH195,52,2,809
1505,MO44_PHW65_0092/PHT69,MO44_PHW65_0092,PHT69,38,2,594
1506,MO44_PHW65_0093/LH195,MO44_PHW65_0093,LH195,50,2,809
1507,MO44_PHW65_0093/PHT69,MO44_PHW65_0093,PHT69,37,2,594
1508,MO44_PHW65_0098/LH195,MO44_PHW65_0098,LH195,47,2,809
1509,MO44_PHW65_0098/PHT69,MO44_PHW65_0098,PHT69,21,2,594
1510,MO44_PHW65_0099/LH195,MO44_PHW65_0099,LH195,49,2,809
1511,MO44_PHW65_0099/PHT69,MO44_PHW65_0099,PHT69,25,2,594
1512,MO44_PHW65_0102/LH195,MO44_PHW65_0102,LH195,8,1,809
1513,MO44_PHW65_0103/LH195,MO44_PHW65_0103,LH195,48,2,809
1514,MO44_PHW65_0103/PHT69,MO44_PHW65_0103,PHT69,12,2,594
1515,MO44_PHW65_0104/LH195,MO44_PHW65_0104,LH195,21,2,809
1516,MO44_PHW65_0104/PHT69,MO44_PHW65_0104,PHT69,7,2,594
1517,MO44_PHW65_0105/LH195,MO44_PHW65_0105,LH195,49,2,809
1518,MO44_PHW65_0105/PHT69,MO44_PHW65_0105,PHT69,16,2,594
1519,MO44_PHW65_0110/LH195,MO44_PHW65_0110,LH195,50,2,809
1520,MO44_PHW65_0110/PHT69,MO44_PHW65_0110,PHT69,39,2,594
1521,MO44_PHW65_0111/LH195,MO44_PHW65_0111,LH195,50,2,809
1522,MO44_PHW65_0111/PHT69,MO44_PHW65_0111,PHT69,17,2,594
1523,MO44_PHW65_0113/LH195,MO44_PHW65_0113,LH195,20,2,809
1524,MO44_PHW65_0113/PHT69,MO44_PHW65_0113,PHT69,14,2,594
1525,MO44_PHW65_0115/LH195,MO44_PHW65_0115,LH195,73,2,809
1526,MO44_PHW65_0115/PHT69,MO44_PHW65_0115,PHT69,25,2,594
1527,MO44_PHW65_0116/LH195,MO44_PHW65_0116,LH195,19,2,809
1528,MO44_PHW65_0116/PHT69,MO44_PHW65_0116,PHT69,20,2,594
1529,MO44_PHW65_0118/LH195,MO44_PHW65_0118,LH195,51,2,809
1530,MO44_PHW65_0118/PHT69,MO44_PHW65_0118,PHT69,9,2,594
1531,MO44_PHW65_0120/LH195,MO44_PHW65_0120,LH195,48,2,809
1532,MO44_PHW65_0120/PHT69,MO44_PHW65_0120,PHT69,23,2,594
1533,MO44_PHW65_0121/LH195,MO44_PHW65_0121,LH195,20,2,809
1534,MO44_PHW65_0121/PHT69,MO44_PHW65_0121,PHT69,7,2,594
1535,MO44_PHW65_0126/CG102,MO44_PHW65_0126,CG102,2,3,153
1536,MO44_PHW65_0126/LH185,MO44_PHW65_0126,LH185,11,3,229
1537,MO44_PHW65_0126/LH198,MO44_PHW65_0126,LH198,16,3,213
1538,MO44_PHW65_0128/LH195,MO44_PHW65_0128,LH195,20,2,809
1539,MO44_PHW65_0128/PHT69,MO44_PHW65_0128,PHT69,22,2,594
1540,MO44_PHW65_0134/LH195,MO44_PHW65_0134,LH195,49,2,809
1541,MO44_PHW65_0134/PHT69,MO44_PHW65_0134,PHT69,28,2,594
1542,MO44_PHW65_0135/LH195,MO44_PHW65_0135,LH195,50,2,809
1543,MO44_PHW65_0135/PHT69,MO44_PHW65_0135,PHT69,15,2,594
1544,MO44_PHW65_0136/LH195,MO44_PHW65_0136,LH195,20,2,809
1545,MO44_PHW65_0136/PHT69,MO44_PHW65_0136,PHT69,20,2,594
1546,MO44_PHW65_0139/LH195,MO44_PHW65_0139,LH195,47,2,809
1547,MO44_PHW65_0139/PHT69,MO44_PHW65_0139,PHT69,44,2,594
1548,MO44_PHW65_0140/LH195,MO44_PHW65_0140,LH195,46,2,809
1549,MO44_PHW65_0140/PHT69,MO44_PHW65_0140,PHT69,23,2,594
1550,MO44_PHW65_0144/LH195,MO44_PHW65_0144,LH195,21,2,809
1551,MO44_PHW65_0144/PHT69,MO44_PHW65_0144,PHT69,10,2,594
1552,MO44_PHW65_0145/LH195,MO44_PHW65_0145,LH195,49,2,809
1553,MO44_PHW65_0145/PHT69,MO44_PHW65_0145,PHT69,19,2,594
1554,MO44_PHW65_0147/LH195,MO44_PHW65_0147,LH195,48,2,809
1555,MO44_PHW65_0147/PHT69,MO44_PHW65_0147,PHT69,15,2,594
1556,MO44_PHW65_0150/LH195,MO44_PHW65_0150,LH195,22,2,809
1557,MO44_PHW65_0150/PHT69,MO44_PHW65_0150,PHT69,35,2,594
1558,MO44_PHW65_0151/LH195,MO44_PHW65_0151,LH195,20,2,809
1559,MO44_PHW65_0151/PHT69,MO44_PHW65_0151,PHT69,22,2,594
1560,MO44_PHW65_0154/LH195,MO44_PHW65_0154,LH195,48,2,809
1561,MO44_PHW65_0154/PHT69,MO44_PHW65_0154,PHT69,23,2,594
1562,MO44_PHW65_0155/LH195,MO44_PHW65_0155,LH195,50,2,809
1563,MO44_PHW65_0155/PHT69,MO44_PHW65_0155,PHT69,24,2,594
1564,MO44_PHW65_0157/LH195,MO44_PHW65_0157,LH195,49,2,809
1565,MO44_PHW65_0157/PHT69,MO44_PHW65_0157,PHT69,21,2,594
1566,MO44_PHW65_0159/LH195,MO44_PHW65_0159,LH195,48,2,809
1567,MO44_PHW65_0159/PHT69,MO44_PHW65_0159,PHT69,13,2,594
1568,MO44_PHW65_0160/LH195,MO44_PHW65_0160,LH195,51,2,809
1569,MO44_PHW65_0160/PHT69,MO44_PHW65_0160,PHT69,22,2,594
1570,MO44_PHW65_0163/LH195,MO44_PHW65_0163,LH195,50,2,809
1571,MO44_PHW65_0163/PHT69,MO44_PHW65_0163,PHT69,29,2,594
1572,MO44_PHW65_0164/LH195,MO44_PHW65_0164,LH195,46,2,809
1573,MO44_PHW65_0164/PHT69,MO44_PHW65_0164,PHT69,15,2,594
1574,MO44_PHW65_0165/LH195,MO44_PHW65_0165,LH195,21,2,809
1575,MO44_PHW65_0165/PHT69,MO44_PHW65_0165,PHT69,36,2,594
1576,MO44_PHW65_0166/LH195,MO44_PHW65_0166,LH195,49,2,809
1577,MO44_PHW65_0166/PHT69,MO44_PHW65_0166,PHT69,6,2,594
1578,MO44_PHW65_0167/LH195,MO44_PHW65_0167,LH195,50,2,809
1579,MO44_PHW65_0167/PHT69,MO44_PHW65_0167,PHT69,19,2,594
1580,MO44_PHW65_0168/LH195,MO44_PHW65_0168,LH195,51,2,809
1581,MO44_PHW65_0168/PHT69,MO44_PHW65_0168,PHT69,35,2,594
1582,MO44_PHW65_0171/LH195,MO44_PHW65_0171,LH195,47,2,809
1583,MO44_PHW65_0171/PHT69,MO44_PHW65_0171,PHT69,38,2,594
1584,MO44_PHW65_0174/LH195,MO44_PHW65_0174,LH195,51,2,809
1585,MO44_PHW65_0174/PHT69,MO44_PHW65_0174,PHT69,8,2,594
1586,MO44_PHW65_0175/LH195,MO44_PHW65_0175,LH195,48,2,809
1587,MO44_PHW65_0175/PHT69,MO44_PHW65_0175,PHT69,24,2,594
1588,MO44_PHW65_0176/LH195,MO44_PHW65_0176,LH195,12,2,809
1589,MO44_PHW65_0176/PHT69,MO44_PHW65_0176,PHT69,7,2,594
1590,MO44_PHW65_0177/LH195,MO44_PHW65_0177,LH195,45,2,809
1591,MO44_PHW65_0177/PHT69,MO44_PHW65_0177,PHT69,20,2,594
1592,MO44_PHW65_0178/LH195,MO44_PHW65_0178,LH195,48,2,809
1593,MO44_PHW65_0178/PHT69,MO44_PHW65_0178,PHT69,24,2,594
1594,MO44_PHW65_0179/LH195,MO44_PHW65_0179,LH195,50,2,809
1595,MO44_PHW65_0179/PHT69,MO44_PHW65_0179,PHT69,20,2,594
1596,MO44_PHW65_0180/LH195,MO44_PHW65_0180,LH195,51,2,809
1597,MO44_PHW65_0180/PHT69,MO44_PHW65_0180,PHT69,30,2,594
1598,MO44_PHW65_0184/LH195,MO44_PHW65_0184,LH195,46,2,809
1599,MO44_PHW65_0184/PHT69,MO44_PHW65_0184,PHT69,29,2,594
1600,MO44_PHW65_0185/LH195,MO44_PHW65_0185,LH195,47,2,809
1601,MO44_PHW65_0185/PHT69,MO44_PHW65_0185,PHT69,29,2,594
1602,MO44_PHW65_0187/LH195,MO44_PHW65_0187,LH195,19,2,809
1603,MO44_PHW65_0187/PHT69,MO44_PHW65_0187,PHT69,8,2,594
1604,MO44_PHW65_0188/LH195,MO44_PHW65_0188,LH195,49,2,809
1605,MO44_PHW65_0188/PHT69,MO44_PHW65_0188,PHT69,27,2,594
1606,MO44_PHW65_0189/LH195,MO44_PHW65_0189,LH195,46,2,809
1607,MO44_PHW65_0189/PHT69,MO44_PHW65_0189,PHT69,38,2,594
1608,MO44_PHW65_0191/LH195,MO44_PHW65_0191,LH195,50,2,809
1609,MO44_PHW65_0191/PHT69,MO44_PHW65_0191,PHT69,22,2,594
1610,MO44_PHW65_0193/CG102,MO44_PHW65_0193,CG102,13,5,153
1611,MO44_PHW65_0193/LH185,MO44_PHW65_0193,LH185,18,5,229
1612,MO44_PHW65_0193/LH195,MO44_PHW65_0193,LH195,48,5,809
1613,MO44_PHW65_0193/LH198,MO44_PHW65_0193,LH198,16,5,213
1614,MO44_PHW65_0193/PHT69,MO44_PHW65_0193,PHT69,20,5,594
1615,MO44_PHW65_0195/LH195,MO44_PHW65_0195,LH195,51,2,809
1616,MO44_PHW65_0195/PHT69,MO44_PHW65_0195,PHT69,15,2,594
1617,MO44_PHW65_0200/LH195,MO44_PHW65_0200,LH195,50,2,809
1618,MO44_PHW65_0200/PHT69,MO44_PHW65_0200,PHT69,22,2,594
1619,MO44_PHW65_0203/LH195,MO44_PHW65_0203,LH195,20,2,809
1620,MO44_PHW65_0203/PHT69,MO44_PHW65_0203,PHT69,18,2,594
1621,MO44_PHW65_0207/LH195,MO44_PHW65_0207,LH195,52,2,809
1622,MO44_PHW65_0207/PHT69,MO44_PHW65_0207,PHT69,21,2,594
1623,MO44_PHW65_0210/LH195,MO44_PHW65_0210,LH195,14,2,809
1624,MO44_PHW65_0210/PHT69,MO44_PHW65_0210,PHT69,10,2,594
1625,MO44_PHW65_0214/LH195,MO44_PHW65_0214,LH195,49,2,809
1626,MO44_PHW65_0214/PHT69,MO44_PHW65_0214,PHT69,44,2,594
1627,MO44_PHW65_0217/LH195,MO44_PHW65_0217,LH195,51,2,809
1628,MO44_PHW65_0217/PHT69,MO44_PHW65_0217,PHT69,17,2,594
1629,MO44_PHW65_0218/LH195,MO44_PHW65_0218,LH195,22,2,809
1630,MO44_PHW65_0218/PHT69,MO44_PHW65_0218,PHT69,19,2,594
1631,MO44_PHW65_0220/LH195,MO44_PHW65_0220,LH195,46,2,809
1632,MO44_PHW65_0220/PHT69,MO44_PHW65_0220,PHT69,29,2,594
1633,MO44_PHW65_0223/LH195,MO44_PHW65_0223,LH195,49,2,809
1634,MO44_PHW65_0223/PHT69,MO44_PHW65_0223,PHT69,7,2,594
1635,MO44_PHW65_0224/LH195,MO44_PHW65_0224,LH195,51,2,809
1636,MO44_PHW65_0224/PHT69,MO44_PHW65_0224,PHT69,10,2,594
1637,MO44_PHW65_0225/LH195,MO44_PHW65_0225,LH195,48,2,809
1638,MO44_PHW65_0225/PHT69,MO44_PHW65_0225,PHT69,18,2,594
1639,MO44_PHW65_0230/LH195,MO44_PHW65_0230,LH195,52,2,809
1640,MO44_PHW65_0230/PHT69,MO44_PHW65_0230,PHT69,14,2,594
1641,MO44_PHW65_0236/LH195,MO44_PHW65_0236,LH195,49,2,809
1642,MO44_PHW65_0236/PHT69,MO44_PHW65_0236,PHT69,10,2,594
1643,MO44_PHW65_0237/LH195,MO44_PHW65_0237,LH195,51,2,809
1644,MO44_PHW65_0237/PHT69,MO44_PHW65_0237,PHT69,15,2,594
1645,MO44_PHW65_0242/LH195,MO44_PHW65_0242,LH195,70,2,809
1646,MO44_PHW65_0242/PHT69,MO44_PHW65_0242,PHT69,6,2,594
1647,MO44_PHW65_0244/LH195,MO44_PHW65_0244,LH195,49,2,809
1648,MO44_PHW65_0244/PHT69,MO44_PHW65_0244,PHT69,9,2,594
1649,MO44_PHW65_0247/LH195,MO44_PHW65_0247,LH195,50,2,809
1650,MO44_PHW65_0247/PHT69,MO44_PHW65_0247,PHT69,18,2,594
1651,MO44_PHW65_0248/LH195,MO44_PHW65_0248,LH195,52,2,809
1652,MO44_PHW65_0248/PHT69,MO44_PHW65_0248,PHT69,12,2,594
1653,MO44_PHW65_0250/LH195,MO44_PHW65_0250,LH195,48,2,809
1654,MO44_PHW65_0250/PHT69,MO44_PHW65_0250,PHT69,6,2,594
1655,MO44_PHW65_0252/LH195,MO44_PHW65_0252,LH195,21,2,809
1656,MO44_PHW65_0252/PHT69,MO44_PHW65_0252,PHT69,11,2,594
1657,MO44_PHW65_0253/LH195,MO44_PHW65_0253,LH195,20,2,809
1658,MO44_PHW65_0253/PHT69,MO44_PHW65_0253,PHT69,10,2,594
1659,MO44_PHW65_0254/LH195,MO44_PHW65_0254,LH195,51,2,809
1660,MO44_PHW65_0254/PHT69,MO44_PHW65_0254,PHT69,10,2,594
1661,MO44_PHW65_0256/LH195,MO44_PHW65_0256,LH195,22,1,809
1662,MO44_PHW65_0259/LH195,MO44_PHW65_0259,LH195,51,2,809
1663,MO44_PHW65_0259/PHT69,MO44_PHW65_0259,PHT69,20,2,594
1664,MO44_PHW65_0260/LH195,MO44_PHW65_0260,LH195,46,2,809
1665,MO44_PHW65_0260/PHT69,MO44_PHW65_0260,PHT69,36,2,594
1666,MO44_PHW65_0263/LH195,MO44_PHW65_0263,LH195,21,2,809
1667,MO44_PHW65_0263/PHT69,MO44_PHW65_0263,PHT69,24,2,594
1668,MO44_PHW65_0268/LH195,MO44_PHW65_0268,LH195,49,2,809
1669,MO44_PHW65_0268/PHT69,MO44_PHW65_0268,PHT69,15,2,594
1670,MO44_PHW65_0271/LH195,MO44_PHW65_0271,LH195,22,2,809
1671,MO44_PHW65_0271/PHT69,MO44_PHW65_0271,PHT69,13,2,594
1672,MO44_PHW65_0274/LH195,MO44_PHW65_0274,LH195,47,2,809
1673,MO44_PHW65_0274/PHT69,MO44_PHW65_0274,PHT69,19,2,594
1674,MO44_PHW65_0281/LH195,MO44_PHW65_0281,LH195,18,2,809
1675,MO44_PHW65_0281/PHT69,MO44_PHW65_0281,PHT69,8,2,594
1676,MO44_PHW65_0288/LH195,MO44_PHW65_0288,LH195,48,2,809
1677,MO44_PHW65_0288/PHT69,MO44_PHW65_0288,PHT69,16,2,594
1678,MO44_PHW65_0296/LH195,MO44_PHW65_0296,LH195,50,2,809
1679,MO44_PHW65_0296/PHT69,MO44_PHW65_0296,PHT69,9,2,594
1680,MO44_PHW65_0302/LH195,MO44_PHW65_0302,LH195,48,2,809
1681,MO44_PHW65_0302/PHT69,MO44_PHW65_0302,PHT69,34,2,594
1682,MO44_PHW65_0307/LH195,MO44_PHW65_0307,LH195,54,2,809
1683,MO44_PHW65_0307/PHT69,MO44_PHW65_0307,PHT69,35,2,594
1684,MO44_PHW65_0315/LH195,MO44_PHW65_0315,LH195,48,2,809
1685,MO44_PHW65_0315/PHT69,MO44_PHW65_0315,PHT69,35,2,594
1686,MO44_PHW65_0316/LH195,MO44_PHW65_0316,LH195,48,2,809
1687,MO44_PHW65_0316/PHT69,MO44_PHW65_0316,PHT69,8,2,594
1688,MO44_PHW65_0317/LH195,MO44_PHW65_0317,LH195,50,2,809
1689,MO44_PHW65_0317/PHT69,MO44_PHW65_0317,PHT69,14,2,594
1690,MO44_PHW65_0319/LH195,MO44_PHW65_0319,LH195,47,2,809
1691,MO44_PHW65_0319/PHT69,MO44_PHW65_0319,PHT69,74,2,594
1692,MO44_PHW65_0320/LH195,MO44_PHW65_0320,LH195,50,2,809
1693,MO44_PHW65_0320/PHT69,MO44_PHW65_0320,PHT69,14,2,594
1694,MO44_PHW65_0321/LH195,MO44_PHW65_0321,LH195,51,2,809
1695,MO44_PHW65_0321/PHT69,MO44_PHW65_0321,PHT69,17,2,594
1696,MO44_PHW65_0324/LH195,MO44_PHW65_0324,LH195,20,2,809
1697,MO44_PHW65_0324/PHT69,MO44_PHW65_0324,PHT69,17,2,594
1698,MO44_PHW65_0328/LH195,MO44_PHW65_0328,LH195,51,2,809
1699,MO44_PHW65_0328/PHT69,MO44_PHW65_0328,PHT69,24,2,594
1700,MO44_PHW65_0333/LH195,MO44_PHW65_0333,LH195,22,2,809
1701,MO44_PHW65_0333/PHT69,MO44_PHW65_0333,PHT69,40,2,594
1702,MO44_PHW65_0336/LH195,MO44_PHW65_0336,LH195,47,2,809
1703,MO44_PHW65_0336/PHT69,MO44_PHW65_0336,PHT69,41,2,594
1704,MO44_PHW65_0339/LH195,MO44_PHW65_0339,LH195,46,2,809
1705,MO44_PHW65_0339/PHT69,MO44_PHW65_0339,PHT69,44,2,594
1706,MO44_PHW65_0343/LH195,MO44_PHW65_0343,LH195,21,2,809
1707,MO44_PHW65_0343/PHT69,MO44_PHW65_0343,PHT69,7,2,594
1708,MO44_PHW65_0349/LH195,MO44_PHW65_0349,LH195,21,2,809
1709,MO44_PHW65_0349/PHT69,MO44_PHW65_0349,PHT69,8,2,594
1710,MO44_PHW65_0350/LH195,MO44_PHW65_0350,LH195,49,2,809
1711,MO44_PHW65_0350/PHT69,MO44_PHW65_0350,PHT69,7,2,594
1712,MO44_PHW65_0358/LH195,MO44_PHW65_0358,LH195,22,1,809
1713,MO44_PHW65_0363/LH195,MO44_PHW65_0363,LH195,50,2,809
1714,MO44_PHW65_0363/PHT69,MO44_PHW65_0363,PHT69,44,2,594
1715,MO44_PHW65_0376/LH195,MO44_PHW65_0376,LH195,48,2,809
1716,MO44_PHW65_0376/PHT69,MO44_PHW65_0376,PHT69,20,2,594
1717,MO44_PHW65_0390/LH195,MO44_PHW65_0390,LH195,48,2,809
1718,MO44_PHW65_0390/PHT69,MO44_PHW65_0390,PHT69,20,2,594
1719,MO44_PHW65_0391/LH195,MO44_PHW65_0391,LH195,21,2,809
1720,MO44_PHW65_0391/PHT69,MO44_PHW65_0391,PHT69,11,2,594
1721,MO44_PHW65_0392/LH195,MO44_PHW65_0392,LH195,22,2,809
1722,MO44_PHW65_0392/PHT69,MO44_PHW65_0392,PHT69,11,2,594
1723,MO44_PHW65_0396/LH195,MO44_PHW65_0396,LH195,50,2,809
1724,MO44_PHW65_0396/PHT69,MO44_PHW65_0396,PHT69,15,2,594
1725,MO44_PHW65_0397/LH195,MO44_PHW65_0397,LH195,50,2,809
1726,MO44_PHW65_0397/PHT69,MO44_PHW65_0397,PHT69,36,2,594
1727,MO44_PHW65_0404/LH195,MO44_PHW65_0404,LH195,22,2,809
1728,MO44_PHW65_0404/PHT69,MO44_PHW65_0404,PHT69,15,2,594
1729,MO44_PHW65_0416/LH195,MO44_PHW65_0416,LH195,51,2,809
1730,MO44_PHW65_0416/PHT69,MO44_PHW65_0416,PHT69,33,2,594
1731,MO44_PHW65_0433/LH195,MO44_PHW65_0433,LH195,49,2,809
1732,MO44_PHW65_0433/PHT69,MO44_PHW65_0433,PHT69,24,2,594
1733,MO44_PHW65_0435/LH195,MO44_PHW65_0435,LH195,50,2,809
1734,MO44_PHW65_0435/PHT69,MO44_PHW65_0435,PHT69,23,2,594
1735,MO44_PHW65_0442/LH195,MO44_PHW65_0442,LH195,49,2,809
1736,MO44_PHW65_0442/PHT69,MO44_PHW65_0442,PHT69,15,2,594
1737,MO44_PHW65_0446/LH195,MO44_PHW65_0446,LH195,45,2,809
1738,MO44_PHW65_0446/PHT69,MO44_PHW65_0446,PHT69,24,2,594
1739,MO44_PHW65_0455/LH195,MO44_PHW65_0455,LH195,51,2,809
1740,MO44_PHW65_0455/PHT69,MO44_PHW65_0455,PHT69,36,2,594
1741,MO44_PHW65_0464/LH195,MO44_PHW65_0464,LH195,49,2,809
1742,MO44_PHW65_0464/PHT69,MO44_PHW65_0464,PHT69,17,2,594
1743,MO44_PHW65_0471/LH195,MO44_PHW65_0471,LH195,50,2,809
1744,MO44_PHW65_0471/PHT69,MO44_PHW65_0471,PHT69,32,2,594
1745,MO44_PHW65_0475/LH195,MO44_PHW65_0475,LH195,48,2,809
1746,MO44_PHW65_0475/PHT69,MO44_PHW65_0475,PHT69,24,2,594
1747,MOG/LH195,MOG,LH195,32,3,809
1748,MOG/LH244,MOG,LH244,90,3,512
1749,MOG/PHT69,MOG,PHT69,20,3,594
1750,MOG_LH123HT-014-1-1-1-1-B/LH185,MOG_LH123HT-014-1-1-1-1-B,LH185,12,2,229
1751,MOG_LH123HT-014-1-1-1-1-B/LH198,MOG_LH123HT-014-1-1-1-1-B,LH198,16,2,213
1752,MOG_LH123HT-019-1-1-1-1-B/LH195,MOG_LH123HT-019-1-1-1-1-B,LH195,6,3,809
1753,MOG_LH123HT-019-1-1-1-1-B/PB80,MOG_LH123HT-019-1-1-1-1-B,PB80,8,3,165
1754,MOG_LH123HT-019-1-1-1-1-B/PHB47,MOG_LH123HT-019-1-1-1-1-B,PHB47,6,3,277
1755,MOG_LH123HT-031-1-1-1-1-B/LH185,MOG_LH123HT-031-1-1-1-1-B,LH185,12,4,229
1756,MOG_LH123HT-031-1-1-1-1-B/LH195,MOG_LH123HT-031-1-1-1-1-B,LH195,17,4,809
1757,MOG_LH123HT-031-1-1-1-1-B/LH198,MOG_LH123HT-031-1-1-1-1-B,LH198,16,4,213
1758,MOG_LH123HT-031-1-1-1-1-B/PHB47,MOG_LH123HT-031-1-1-1-1-B,PHB47,9,4,277
1759,MOG_LH123HT-045-1-1-1-1-B/LH185,MOG_LH123HT-045-1-1-1-1-B,LH185,12,2,229
1760,MOG_LH123HT-045-1-1-1-1-B/LH198,MOG_LH123HT-045-1-1-1-1-B,LH198,16,2,213
1761,MOG_LH123HT-059-1-1-1-1-B/LH195,MOG_LH123HT-059-1-1-1-1-B,LH195,14,3,809
1762,MOG_LH123HT-059-1-1-1-1-B/PB80,MOG_LH123HT-059-1-1-1-1-B,PB80,16,3,165
1763,MOG_LH123HT-059-1-1-1-1-B/PHB47,MOG_LH123HT-059-1-1-1-1-B,PHB47,6,3,277
1764,MOG_LH123HT-074-1-1-1-1-B/LH185,MOG_LH123HT-074-1-1-1-1-B,LH185,12,1,229
1765,MOG_LH123HT-093-1-1-1-1-B/PB80,MOG_LH123HT-093-1-1-1-1-B,PB80,4,1,165
1766,MOG_LH123HT-199-1-1-1-1-B/LH185,MOG_LH123HT-199-1-1-1-1-B,LH185,24,5,229
1767,MOG_LH123HT-199-1-1-1-1-B/LH195,MOG_LH123HT-199-1-1-1-1-B,LH195,8,5,809
1768,MOG_LH123HT-199-1-1-1-1-B/LH198,MOG_LH123HT-199-1-1-1-1-B,LH198,2,5,213
1769,MOG_LH123HT-199-1-1-1-1-B/PB80,MOG_LH123HT-199-1-1-1-1-B,PB80,8,5,165
1770,MOG_LH123HT-199-1-1-1-1-B/PHB47,MOG_LH123HT-199-1-1-1-1-B,PHB47,6,5,277
